id,type,matches,target,value,satisfied,compulsory
fcr_1,fcr,9,1.0,1.0,True,1
prr_2,prr,3,0.99,0.012942612942612943,False,0
fct_3,fct,9,20.0,15.432895421981812,True,1
fct_4,fct,9,15.0,15.432895421981812,False,0
fct_5,fct,9,10.0,15.432895421981812,False,0
delay_6,delay,3,0.03,0.03071711374365765,False,1
delay_7,delay,3,0.025,0.03071711374365765,False,0
delay_8,delay,3,0.02,0.03071711374365765,False,0
fcr_9,fcr,9,1.0,1.0,True,1
prr_10,prr,3,0.99,0.0,False,0
fct_11,fct,9,20.0,51.318196773529046,False,0
fct_12,fct,9,15.0,51.318196773529046,False,0
fct_13,fct,9,10.0,51.318196773529046,False,0
delay_14,delay,3,0.03,inf,False,0
delay_15,delay,3,0.025,inf,False,0
delay_16,delay,3,0.02,inf,False,0
fcr_17,fcr,9,1.0,1.0,True,0
prr_18,prr,11,0.9,0.9987789987789988,True,1
prr_19,prr,11,0.95,0.9987789987789988,True,0
prr_20,prr,11,0.99,0.9987789987789988,True,0
fct_21,fct,9,15.0,13.2303786277771,True,1
fct_22,fct,9,10.0,13.2303786277771,False,0
delay_23,delay,11,0.02,0.14177086650596563,False,0
delay_24,delay,11,0.012,0.14177086650596563,False,0
fcr_25,fcr,4,1.0,0.0,False,0
prr_26,prr,4,0.9,0.9987789987789988,True,1
prr_27,prr,4,0.95,0.9987789987789988,True,0
prr_28,prr,4,0.99,0.9987789987789988,True,0
delay_29,delay,4,0.06,0.05665655590794197,True,1
delay_30,delay,4,0.04,0.05665655590794197,False,0
prr_31,prr,4,0.9,0.0,False,0
prr_32,prr,4,0.95,0.0,False,0
prr_33,prr,4,0.99,0.0,False,0
wp_34,wp,1,FRA,1.0,True,1
wp_35,wp,1,MIL,0.0,False,0
wp_36,wp,1,BUD,1.0,True,1
wp_37,wp,1,PAR,0.0,False,0
